id,created_at,urgency,type,description,summary
PCZVH2S,2021-05-01 04:17:45 UTC,high,incident,INC3824095:PDE2710111:Regression Test (ATF) IN02-a,[#41685036] INC3824095:PDE2710111:Regression Test (ATF) IN02-a
P729DJA,2021-05-01 04:17:53 UTC,low,incident,CRITICAL: 's3HealthCheck_us-flex' on 'sjc03-s3.us.private.cloud-object-storage.test.appdomain.cloud',[#41685037] CRITICAL: 's3HealthCheck_us-flex' on 'sjc03-s3.us.private.cloud-object-storage.test.appdomain.cloud'
P9OXSUJ,2021-05-01 04:17:55 UTC,high,incident,CRITICAL: 'clevOs-Ssh-ClusterCheck-Accessers-dal08-ss' on 'COS-Cluster-Checks',[#41685038] CRITICAL: 'clevOs-Ssh-ClusterCheck-Accessers-dal08-ss' on 'COS-Cluster-Checks'
PL6MXFT,2021-05-01 04:18:00 UTC,low,incident,CRITICAL: 'WormFunc-s3.us-west.objectstorage.uat.softlayer.net' on 'COSFeatureChecks',[#41685039] CRITICAL: 'WormFunc-s3.us-west.objectstorage.uat.softlayer.net' on 'COSFeatureChecks'
PFW61JK,2021-05-01 04:18:04 UTC,high,incident,INC3401137:PDE2447098:Regression Test (ATF) IN11,[#41685042] INC3401137:PDE2447098:Regression Test (ATF) IN11
PQQSG1S,2021-05-01 04:18:06 UTC,high,incident,53990:,[#41685043] 53990:
PP0STKO,2021-05-01 04:18:07 UTC,low,incident,bluemix.containers-kubernetes.prod-lon04-carrier1.az_lon02_has_node_10.112.131.174_reaching_capacity_over_90.eu-gb,[#41685044] bluemix.containers-kubernetes.prod-lon04-carrier1.az_lon02_has_node_10.112.131.174_reaching_capacity_over_90.eu-gb
PK1ES3S,2021-05-01 04:18:08 UTC,low,incident,[FIRING:1] NoBans (kube pagerduty),[#41685045] [FIRING:1] NoBans (kube pagerduty)
PCG5QBC,2021-05-01 04:18:08 UTC,high,incident,[Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = runtime and kubernetes.deployment.name = job12,[#41685046] [Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = runtime and kubernetes.deployment.name = job12
P2DNKPS,2021-05-01 04:18:11 UTC,low,incident,TS005551959 - Severity 3 - tss_notification_hub_fe_team_routed,[#41685047] TS005551959 - Severity 3 - tss_notification_hub_fe_team_routed
P21FENQ,2021-05-01 04:18:13 UTC,low,incident,TS005551959 - Severity 3 - tss_notification_hub_fe_assigned,[#41685048] TS005551959 - Severity 3 - tss_notification_hub_fe_assigned
PUSO6XL,2021-05-01 04:18:17 UTC,high,incident,CRITICAL: 'Livefeed Backlog conscont-01' on 'atl-prd-agg-01k',[#41685049] CRITICAL: 'Livefeed Backlog conscont-01' on 'atl-prd-agg-01k'
PSGQ18L,2021-05-01 04:18:26 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = / ,[#41685051] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = / 
P7J8GF6,2021-05-01 04:18:27 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/51c1cf0a7a2519993d43e98f2f03c60338ac3c933895a61281cb51f7638dc276/rootfs ,[#41685056] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/51c1cf0a7a2519993d43e98f2f03c60338ac3c933895a61281cb51f7638dc276/rootfs 
POVWHUW,2021-05-01 04:18:27 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/6d1755eb57ca4e67bf5485826b5c4259c159d2ab6e50acb3d840b17b810329be/rootfs ,[#41685055] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/6d1755eb57ca4e67bf5485826b5c4259c159d2ab6e50acb3d840b17b810329be/rootfs 
PVE5IJ9,2021-05-01 04:18:27 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/12c790227b831c4c480dd299acfcf9a69424f460cff64f2d391f296c6a8a36b3/rootfs ,[#41685054] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/12c790227b831c4c480dd299acfcf9a69424f460cff64f2d391f296c6a8a36b3/rootfs 
PZQTJYZ,2021-05-01 04:18:27 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/661dbc83301fdb4e523a01a17800660103d8e789254663a77ebf4cba79e114d1/rootfs ,[#41685053] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/661dbc83301fdb4e523a01a17800660103d8e789254663a77ebf4cba79e114d1/rootfs 
P1P4LSV,2021-05-01 04:18:27 UTC,high,incident,EU Security Level Request #847470 https://internal.softlayer.com/SecurityLevel/editRequest/847470,[#41685052] EU Security Level Request #847470 https://internal.softlayer.com/SecurityLevel/editRequest/847470
P3YSA0E,2021-05-01 04:18:28 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/6d1755eb57ca4e67bf5485826b5c4259c159d2ab6e50acb3d840b17b810329be/rootfs/etc/hostname ,[#41685057] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/6d1755eb57ca4e67bf5485826b5c4259c159d2ab6e50acb3d840b17b810329be/rootfs/etc/hostname 
PXOLRST,2021-05-01 04:18:29 UTC,high,incident,CS2287604:PDE2796088:Public Interface IPv4 is down,[#41685062] CS2287604:PDE2796088:Public Interface IPv4 is down
PLG6U8J,2021-05-01 04:18:29 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/934176a2b05e0d7c5612829b4cf20aab8021d5d33bc7533c33e188867f7d4581/rootfs ,[#41685061] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/934176a2b05e0d7c5612829b4cf20aab8021d5d33bc7533c33e188867f7d4581/rootfs 
P2JKTLC,2021-05-01 04:18:29 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/6d1755eb57ca4e67bf5485826b5c4259c159d2ab6e50acb3d840b17b810329be/rootfs/etc/hosts ,[#41685060] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/6d1755eb57ca4e67bf5485826b5c4259c159d2ab6e50acb3d840b17b810329be/rootfs/etc/hosts 
P6W8UB2,2021-05-01 04:18:29 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/997d5ffd766f16ca1a4b520fa3e065a68f91517247af433bd95c9e1156bbd0ff/rootfs ,[#41685059] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/997d5ffd766f16ca1a4b520fa3e065a68f91517247af433bd95c9e1156bbd0ff/rootfs 
PN5WVQS,2021-05-01 04:18:29 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/8a7d06323814b00b65e21eecd46b38bd65f4c8b78866bddce6c28ced815cde58/rootfs ,[#41685058] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/8a7d06323814b00b65e21eecd46b38bd65f4c8b78866bddce6c28ced815cde58/rootfs 
PWAT8QR,2021-05-01 04:18:30 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /var/data ,[#41685068] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /var/data 
PHVQNUU,2021-05-01 04:18:30 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/bb0e2b951daa308a525f94dc7d2e8de058bccd4f1288386d153e592adb0e3816/rootfs ,[#41685067] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/bb0e2b951daa308a525f94dc7d2e8de058bccd4f1288386d153e592adb0e3816/rootfs 
PL4BO6H,2021-05-01 04:18:30 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/f7c8d4fa02fdaeaa3575a53b6d76d5e048c31048a8f035044038ddec64bc5006/rootfs ,[#41685066] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/f7c8d4fa02fdaeaa3575a53b6d76d5e048c31048a8f035044038ddec64bc5006/rootfs 
P28SNJA,2021-05-01 04:18:30 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/bfdd58128f145e81621642263bfb2ea846c1cb8c7fb38bb8f940d67755f82551/rootfs ,[#41685065] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/bfdd58128f145e81621642263bfb2ea846c1cb8c7fb38bb8f940d67755f82551/rootfs 
P5HDOZ0,2021-05-01 04:18:30 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/d7ef2619463313cca6b0d57af0eb6207d8a865ace4eaa7d09f82a227a421be50/rootfs ,[#41685064] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/d7ef2619463313cca6b0d57af0eb6207d8a865ace4eaa7d09f82a227a421be50/rootfs 
P9U1POQ,2021-05-01 04:18:30 UTC,high,incident,Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/dbb50e60ac507ec7f68849687827cc589a4943e2cd8b328c1c438b15322c876e/rootfs ,[#41685063] Filesystem device full warning is Triggered on node=jobs and fs.mountDir = /host/run/containerd/io.containerd.runtime.v2.task/k8s.io/dbb50e60ac507ec7f68849687827cc589a4943e2cd8b328c1c438b15322c876e/rootfs 
PM0LAAM,2021-05-01 04:18:34 UTC,low,incident,bluemix.containers-kubernetes.prod-syd01-carrier102.response_time_increasing.au-syd,[#41685069] bluemix.containers-kubernetes.prod-syd01-carrier102.response_time_increasing.au-syd
P4CV5JM,2021-05-01 04:18:37 UTC,low,incident,INC3824097:PDE2710112:DB2WOC022:information_source:bludr-pipe-target::Deployment in progress,[#41685070] INC3824097:PDE2710112:DB2WOC022:information_source:bludr-pipe-target::Deployment in progress
PPQBX5I,2021-05-01 04:18:48 UTC,high,incident,CS2287875:PDE2796089:latest hcp driver file need to be build for new kernel version,[#41685071] CS2287875:PDE2796089:latest hcp driver file need to be build for new kernel version
PY7343F,2021-05-01 04:18:51 UTC,high,incident,INC3824098:PDE2710113:Regression Test (ATF) IN02-b,[#41685072] INC3824098:PDE2710113:Regression Test (ATF) IN02-b
PCCBUNN,2021-05-01 04:18:54 UTC,high,incident,INC3401138:PDE2447099:ATF R-IN12_alerts testing,[#41685073] INC3401138:PDE2447099:ATF R-IN12_alerts testing
PHAH7NL,2021-05-01 04:19:08 UTC,high,incident,[Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = runtime and kubernetes.deployment.name = helm-job,[#41685074] [Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = runtime and kubernetes.deployment.name = helm-job
P1CR1B2,2021-05-01 04:19:09 UTC,high,incident,TS005508990 - Severity 2 - Status Change :change_request: If support is need OOH call the S-by from the schedulte :france-flag:,[#41685075] TS005508990 - Severity 2 - Status Change :change_request: If support is need OOH call the S-by from the schedulte :france-flag:
P749EOC,2021-05-01 04:19:17 UTC,low,incident,"Job created.
ID: 643469f0-aa34-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>","[#41685076] Job created.
ID: 643469f0-aa34-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>"
PTQ8B3F,2021-05-01 04:19:31 UTC,low,incident,Check 'T: End to End Alerting test _sjc03.kpsj003' has exceeded its threshold.,[#41685077] Check 'T: End to End Alerting test _sjc03.kpsj003' has exceeded its threshold.
PLJP4TE,2021-05-01 04:19:42 UTC,low,incident,bluemix.containers-kubernetes.prod-sao01-carrier1.falco_anomalous_traffic_detected.br-sao,[#41685078] bluemix.containers-kubernetes.prod-sao01-carrier1.falco_anomalous_traffic_detected.br-sao
PCGMENL,2021-05-01 04:19:49 UTC,low,incident,INC3824099:PDE2710114:DB2WOC022:information_source:bludr-pipe-source::Deployment in progress,[#41685079] INC3824099:PDE2710114:DB2WOC022:information_source:bludr-pipe-source::Deployment in progress
PRNXW4G,2021-05-01 04:19:51 UTC,high,incident,INC3838123:PDE2796090:PROBLEM  alert - VIOS_Hosts idal13vib131x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685080] INC3838123:PDE2796090:PROBLEM  alert - VIOS_Hosts idal13vib131x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PERF9H5,2021-05-01 04:19:53 UTC,low,incident,INC3824100:PDE2710115:DVOC001:information_source:stresstest3m3w-bvt284::BigSql Scheduler is down,[#41685081] INC3824100:PDE2710115:DVOC001:information_source:stresstest3m3w-bvt284::BigSql Scheduler is down
P9W1PDS,2021-05-01 04:19:58 UTC,high,incident,apollo_prod_dal (PROD DAL Swimlane Authentication using IBMid violated Swimlane IBMid Authentication),[#41685082] apollo_prod_dal (PROD DAL Swimlane Authentication using IBMid violated Swimlane IBMid Authentication)
P36CAFH,2021-05-01 04:20:02 UTC,high,incident,INC3824101:PDE2710116:Regression Test (ATF) IN02-c,[#41685083] INC3824101:PDE2710116:Regression Test (ATF) IN02-c
PDUPNX7,2021-05-01 04:20:03 UTC,low,incident,May 01 14:20:03 vRA SIT Portal Status 200,[#41685084] May 01 14:20:03 vRA SIT Portal Status 200
P4EV6P1,2021-05-01 04:20:03 UTC,high,incident,INC3838124:PDE2796091:PROBLEM  alert - VIOS_Hosts idal13-s9-20-vio1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685085] INC3838124:PDE2796091:PROBLEM  alert - VIOS_Hosts idal13-s9-20-vio1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PQXJD9L,2021-05-01 04:20:05 UTC,high,incident,CONSUL: [[ dockerdal1301 ]] / [[ dataimporter-ssot TCP ]] is [[ critical ]],[#41685086] CONSUL: [[ dockerdal1301 ]] / [[ dataimporter-ssot TCP ]] is [[ critical ]]
PAEOZOM,2021-05-01 04:20:06 UTC,low,incident,staging.containers-kubernetes.stage-dal09-carrier2._ibm-kube-fluentd-n6xsx_pod_scrape_failure.us-south,[#41685087] staging.containers-kubernetes.stage-dal09-carrier2._ibm-kube-fluentd-n6xsx_pod_scrape_failure.us-south
PTDUEPP,2021-05-01 04:20:08 UTC,low,incident,May 01 14:20:04 vRA PROD Portal Status 200,[#41685094] May 01 14:20:04 vRA PROD Portal Status 200
PQ46DZM,2021-05-01 04:20:08 UTC,low,incident,May 01 14:20:06 vRA DEV Portal Status 200,[#41685095] May 01 14:20:06 vRA DEV Portal Status 200
P4VXQ45,2021-05-01 04:20:08 UTC,low,incident,May 01 14:20:07 vRA PREPROD Portal Status 200,[#41685096] May 01 14:20:07 vRA PREPROD Portal Status 200
PPATE00,2021-05-01 04:20:11 UTC,high,incident,INC3838126:PDE2796092:PROBLEM  alert - VIOS_Hosts idal13via131x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685097] INC3838126:PDE2796092:PROBLEM  alert - VIOS_Hosts idal13via131x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PZGIA21,2021-05-01 04:20:12 UTC,high,incident,INC3838125:PDE2796093:PROBLEM  alert - VIOS_Hosts idal13-s9-19-vio1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685098] INC3838125:PDE2796093:PROBLEM  alert - VIOS_Hosts idal13-s9-19-vio1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PW6RMWI,2021-05-01 04:20:24 UTC,low,incident,staging.containers-kubernetes.stage-dal10-carrier3._armada-log-collector-ds-rhbgw_pod_scrape_failure.us-south,[#41685099] staging.containers-kubernetes.stage-dal10-carrier3._armada-log-collector-ds-rhbgw_pod_scrape_failure.us-south
P97F9JK,2021-05-01 04:20:29 UTC,high,incident,DNS-RESOLUTION-FAILURE: echo-api.service.core.consul not resolved via consul.service.core.consul,[#41685102] DNS-RESOLUTION-FAILURE: echo-api.service.core.consul not resolved via consul.service.core.consul
PMT7EOY,2021-05-01 04:20:32 UTC,high,incident,INC3838127:PDE2796094:PROBLEM  alert - VIOS_Hosts idal13-s9-20-vio2/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685103] INC3838127:PDE2796094:PROBLEM  alert - VIOS_Hosts idal13-s9-20-vio2/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PZWF71P,2021-05-01 04:20:35 UTC,low,incident,bluemix.satellite-location.prod-fra02-carrier116.pod_in_pending_state.eu-de,[#41685104] bluemix.satellite-location.prod-fra02-carrier116.pod_in_pending_state.eu-de
P5XOZRE,2021-05-01 04:20:43 UTC,low,incident,"mhub.mh-vwvtzpszkjkbjlzjmcnb.kafka: KafkaUnderMinISRPartitionExists.
","[#41685105] mhub.mh-vwvtzpszkjkbjlzjmcnb.kafka: KafkaUnderMinISRPartitionExists.
"
PWQ1W65,2021-05-01 04:20:43 UTC,high,incident,INC3838128:PDE2796095:PROBLEM  alert - VIOS_Hosts idal13vib181x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685106] INC3838128:PDE2796095:PROBLEM  alert - VIOS_Hosts idal13vib181x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PG2DSY7,2021-05-01 04:20:50 UTC,high,incident,INC3401139:PDE2447100:R-IN13_Audience,[#41685107] INC3401139:PDE2447100:R-IN13_Audience
PRGNW6H,2021-05-01 04:20:56 UTC,low,incident,Bluemix Alert SEV3 - ibm.allenvs.agent.heartbeat : st_monitor_heartbeat (monitor heartbeat) (escalated),[#41685108] Bluemix Alert SEV3 - ibm.allenvs.agent.heartbeat : st_monitor_heartbeat (monitor heartbeat) (escalated)
PBMCS8I,2021-05-01 04:20:57 UTC,low,incident,bluemix.containers-kubernetes.prod-tok02-carrier1.falco_anomalous_traffic_detected.jp-tok,[#41685109] bluemix.containers-kubernetes.prod-tok02-carrier1.falco_anomalous_traffic_detected.jp-tok
PYY6XLY,2021-05-01 04:21:03 UTC,high,incident,INC3838129:PDE2796096:PROBLEM  alert - VIOS_Hosts idal13-e9-1-vio2/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685110] INC3838129:PDE2796096:PROBLEM  alert - VIOS_Hosts idal13-e9-1-vio2/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PIEYU0Z,2021-05-01 04:21:03 UTC,high,incident,INC3838130:PDE2796097:PROBLEM  alert - VIOS_Hosts idal13-e9-1-vio1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685111] INC3838130:PDE2796097:PROBLEM  alert - VIOS_Hosts idal13-e9-1-vio1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PINIUQA,2021-05-01 04:21:08 UTC,high,incident,INC3824104:PDE2710117:Regression Test (ATF) IN11,[#41685113] INC3824104:PDE2710117:Regression Test (ATF) IN11
PVRSK3R,2021-05-01 04:21:11 UTC,high,incident,[Data Exhaust] [prodwat-syd04-cruiser3] Deployments with no available Pods is Triggered on kubernetes.deployment.name = stt-tts-public-de-notifier,[#41685114] [Data Exhaust] [prodwat-syd04-cruiser3] Deployments with no available Pods is Triggered on kubernetes.deployment.name = stt-tts-public-de-notifier
PEJPA3Q,2021-05-01 04:21:13 UTC,high,incident,BIETLDB_CUT_OFF_TIME_ALERT1,[#41685115] BIETLDB_CUT_OFF_TIME_ALERT1
P7EO1RR,2021-05-01 04:21:17 UTC,high,incident,BIETLDB_CUT_OFF_TIME_ALERT2,[#41685116] BIETLDB_CUT_OFF_TIME_ALERT2
PHQSV3C,2021-05-01 04:21:19 UTC,low,incident,IKS Platform Infra Info (k8s:inventory-viz-pr-dal:pltfrm:logdna-agent-9lxrx:container:logdna-agent violated Container Restart Count),[#41685117] IKS Platform Infra Info (k8s:inventory-viz-pr-dal:pltfrm:logdna-agent-9lxrx:container:logdna-agent violated Container Restart Count)
PZB3U20,2021-05-01 04:21:25 UTC,high,incident,INC0000000:PDE000000:WARNING:BACKUP FAILURES,[#41685119] INC0000000:PDE000000:WARNING:BACKUP FAILURES
PUJXNAZ,2021-05-01 04:21:34 UTC,low,incident,bluemix.containers-kubernetes.prod-fra02-carrier114.pod_in_pending_state.eu-de,[#41685120] bluemix.containers-kubernetes.prod-fra02-carrier114.pod_in_pending_state.eu-de
PQYE3J7,2021-05-01 04:21:35 UTC,low,incident,"INC3838131:PDE2796098:Request-ID: 80ea032a-aa34-11eb-9b1a-aa5286bd5f52, Failed to delete server - ID 02b7_64aa18f0-8f4d-48a3-bd85-0d9a94376e59, gateway ID 02b7-b4f3acdf-7d2a-435e-adc","[#41685121] INC3838131:PDE2796098:Request-ID: 80ea032a-aa34-11eb-9b1a-aa5286bd5f52, Failed to delete server - ID 02b7_64aa18f0-8f4d-48a3-bd85-0d9a94376e59, gateway ID 02b7-b4f3acdf-7d2a-435e-adc"
PDCLHYW,2021-05-01 04:21:37 UTC,low,incident,bluemix.containers-kubernetes.prod-dal10-carrier100.pod_in_pending_state.us-south,[#41685122] bluemix.containers-kubernetes.prod-dal10-carrier100.pod_in_pending_state.us-south
PP8DEF3,2021-05-01 04:21:37 UTC,low,incident,INC3824105:PDE2710118:DB2WOC008:WARNING:bludr-pipe-source:storagedensempp:Wolverine is recovering,[#41685123] INC3824105:PDE2710118:DB2WOC008:WARNING:bludr-pipe-source:storagedensempp:Wolverine is recovering
PAOT0O9,2021-05-01 04:21:44 UTC,low,incident,"Request-ID: d0ff2d61-78ee-42e6-99a7-2fb573d90d7f, Timeout in running the method delete_gateway (total execution time). There might be a problem with the backend compute instance and/or floating ip. The affected gateway is 0716-09f27444-6454-418a-b450-ed64bf55c793.","[#41685124] Request-ID: d0ff2d61-78ee-42e6-99a7-2fb573d90d7f, Timeout in running the method delete_gateway (total execution time). There might be a problem with the backend compute instance and/or floating ip. The affected gateway is 0716-09f27444-6454-418a-b450-ed64bf55c793."
PDBG7FD,2021-05-01 04:21:55 UTC,high,incident,deployer2 : selftest : 2021-05-01T04:21:54.203Z 5455465 : (doc: https://graphite.cloudant.com/runbooks/runbooks/selftest.html?cluster=&node=deployer2 ),[#41685125] deployer2 : selftest : 2021-05-01T04:21:54.203Z 5455465 : (doc: https://graphite.cloudant.com/runbooks/runbooks/selftest.html?cluster=&node=deployer2 )
PB6XCMY,2021-05-01 04:22:03 UTC,high,incident,INC3824106:PDE2710119:ATF R-IN12_alerts testing,[#41685128] INC3824106:PDE2710119:ATF R-IN12_alerts testing
PWIEW86,2021-05-01 04:22:05 UTC,low,incident,Check 'T: End to End Alerting test _sjc01.kpsj001' has exceeded its threshold.,[#41685129] Check 'T: End to End Alerting test _sjc01.kpsj001' has exceeded its threshold.
POLAOER,2021-05-01 04:22:06 UTC,high,incident,INC3401140:PDE2447101:Regression ATF R-IN14-IncidentAPI-v2_Audience,[#41685130] INC3401140:PDE2447101:Regression ATF R-IN14-IncidentAPI-v2_Audience
P0A0N0P,2021-05-01 04:22:11 UTC,high,incident,INC3838132:PDE2796099:PROBLEM  alert - VIOS_Hosts idal13-s9-40-vio2/__VIOS__Log__CRITICAL__I Error_Logger Errors__ IS CRITICAL,[#41685131] INC3838132:PDE2796099:PROBLEM  alert - VIOS_Hosts idal13-s9-40-vio2/__VIOS__Log__CRITICAL__I Error_Logger Errors__ IS CRITICAL
P5QQGYK,2021-05-01 04:22:24 UTC,low,incident,staging.containers-kubernetes.stage-dal10-carrier401.172.18.192.157:4343_armada-update_endpoint_scrape_failure.us-south,[#41685132] staging.containers-kubernetes.stage-dal10-carrier401.172.18.192.157:4343_armada-update_endpoint_scrape_failure.us-south
PHKO4LW,2021-05-01 04:22:29 UTC,low,incident,dev1: Customer Name@dev1-hdp-master1:zookeeper: IOP status is CRITICAL. status=Not serving requests,[#41685133] dev1: Customer Name@dev1-hdp-master1:zookeeper: IOP status is CRITICAL. status=Not serving requests
P485AJJ,2021-05-01 04:22:33 UTC,high,incident,CONSUL: [[ dockerdal1301 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]],[#41685134] CONSUL: [[ dockerdal1301 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]]
PWYB37U,2021-05-01 04:22:39 UTC,high,incident,Reported: Severity 1 Case created or severity updated - TS005552842 for DataPower and API Connect,[#41685135] Reported: Severity 1 Case created or severity updated - TS005552842 for DataPower and API Connect
P1KCPVH,2021-05-01 04:22:49 UTC,low,incident,dev1: Customer Name@dev1-hdp-slave2:zookeeper: IOP status is CRITICAL. status=Not serving requests,[#41685137] dev1: Customer Name@dev1-hdp-slave2:zookeeper: IOP status is CRITICAL. status=Not serving requests
PHJ5V5D,2021-05-01 04:22:49 UTC,high,incident,NotificationEngine Log Error: [ERROR] 01 May 12:22:15.256 AM [NotificationEngine:633] [PID-10905] Invalid job[2c92b3ae785badb301787dee13ea367c] or action specified[null] : PROBLEM for cudubbpninf010,[#41685136] NotificationEngine Log Error: [ERROR] 01 May 12:22:15.256 AM [NotificationEngine:633] [PID-10905] Invalid job[2c92b3ae785badb301787dee13ea367c] or action specified[null] : PROBLEM for cudubbpninf010
PSC9ZUS,2021-05-01 04:23:08 UTC,high,incident,bluemix.containers-kubernetes.prod-osa21-carrier100.critical_node_memory_usage_on_10.8.7.125.jp-osa,[#41685141] bluemix.containers-kubernetes.prod-osa21-carrier100.critical_node_memory_usage_on_10.8.7.125.jp-osa
PULXO2B,2021-05-01 04:23:09 UTC,high,incident,bluemix.containers-kubernetes.prod-lon04-carrier1.critical_cpu_usage_on_node_10.112.131.182.eu-gb,[#41685142] bluemix.containers-kubernetes.prod-lon04-carrier1.critical_cpu_usage_on_node_10.112.131.182.eu-gb
PB1L6FQ,2021-05-01 04:23:16 UTC,high,incident,[Kubernetes] Readiness probe failed is Triggered on kubernetes.pod.name = api-6f7599f6d6-87khv,[#41685143] [Kubernetes] Readiness probe failed is Triggered on kubernetes.pod.name = api-6f7599f6d6-87khv
